,block,schooldist,council,zipcode,bldgclass,landuse,lotarea,bldgarea,numfloors,unitstotal,assesstot,yearbuilt,longitude,latitude,Cluster
743356,160,2.0,1.0,10038.0,Z1,8.0,19638.0,486065.0,27.0,1.0,66251250.0,1992.0,-74.000891,40.7138876,0
744113,1585,2.0,5.0,10128.0,D4,3.0,34370.0,350896.0,22.0,159.0,41202000.0,1960.0,-73.9440139,40.7767287,2
744261,1549,2.0,5.0,10028.0,D6,4.0,62965.0,690703.0,21.0,698.0,77183100.0,1964.0,-73.9508298,40.777967,2
744305,267,1.0,1.0,10002.0,D4,3.0,53460.0,136070.0,21.0,143.0,6800850.0,1964.0,-73.984435,40.7134968,2
744636,2152,6.0,10.0,10033.0,O4,5.0,32925.0,257221.0,22.0,223.0,7880400.0,2019.0,-73.9316469,40.8477829,0
744677,78,2.0,1.0,10038.0,D8,3.0,8320.0,440553.0,49.0,485.0,52457850.0,2016.0,-74.0073799,40.7098141,3
745122,1351,2.0,5.0,10022.0,D4,3.0,22593.0,330828.0,35.5,216.0,32955750.0,1974.0,-73.9642278,40.7601668,2
745190,809,2.0,3.0,10001.0,O4,5.0,36340.0,806417.0,25.0,52.0,72751500.0,1954.0,-73.9890065,40.7498159,0
745405,16,2.0,1.0,10281.0,O4,5.0,82617.0,2233692.0,54.0,12.0,168615000.0,1986.0,-74.0148688,40.7135353,3
745833,10,2.0,1.0,10004.0,O4,5.0,13214.0,365792.0,30.0,29.0,32042700.0,1986.0,-74.0126809,40.7033827,0
745856,75,2.0,1.0,10038.0,O4,5.0,11828.0,234553.0,28.0,34.0,14332950.0,1987.0,-74.0047539,40.7078819,0
746022,817,2.0,3.0,10011.0,RM,4.0,7744.0,139901.0,25.0,56.0,22176211.0,2012.0,-73.9946017,40.737561,2
746197,1744,5.0,9.0,10039.0,D4,3.0,317525.0,756400.0,27.0,584.0,26246700.0,1966.0,-73.9347093,40.8209689,2
746216,15638,27.0,31.0,11691.0,D1,3.0,263791.0,837935.0,26.0,606.0,9476550.0,1971.0,-73.7522726,40.5941677,1
746236,966,2.0,4.0,10016.0,D7,4.0,71692.0,841470.0,34.0,743.0,119664450.0,1985.0,-73.9725368,40.7438378,2
746286,86,30.0,26.0,11101.0,D6,4.0,128150.0,1093567.0,48.0,1117.0,68457476.0,2016.0,-73.9455096,40.744745,1
746379,17,2.0,1.0,10006.0,D5,3.0,23902.0,335114.0,27.0,399.0,36770850.0,1969.0,-74.0148496,40.7080732,2
746392,16,2.0,1.0,10281.0,O4,5.0,94530.0,1501878.0,40.0,1.0,170964900.0,1986.0,-74.0155571,40.710645,0
746401,886,2.0,2.0,10016.0,RM,4.0,3565.0,47957.0,23.0,55.0,7052407.0,1987.0,-73.9801047,40.7434469,2
746403,10,2.0,1.0,10004.0,O4,5.0,18729.0,321994.0,21.0,41.0,22039200.0,1962.0,-74.0127567,40.7038081,0
746407,67,2.0,1.0,10038.0,O4,5.0,23382.0,558327.0,27.0,7.0,52173900.0,1986.0,-74.0084799,40.7091224,0
746461,597,2.0,3.0,10013.0,D7,4.0,17220.0,192391.0,25.0,74.0,19008000.0,1910.0,-74.0085796,40.7265049,2
746505,1026,2.0,3.0,10019.0,H2,5.0,8033.0,171129.0,34.0,401.0,26330850.0,2013.0,-73.9830044,40.7644995,0
746561,1337,2.0,4.0,10017.0,Z4,8.0,6399.0,87680.0,21.0,17.0,8912250.0,1990.0,-73.9708627,40.7511878,0
746562,1337,2.0,4.0,10017.0,O4,5.0,30125.0,600000.0,39.0,14.0,63019800.0,1984.0,-73.9695997,40.7508307,0
746569,1280,2.0,4.0,10017.0,H1,5.0,57282.0,1028194.0,26.0,13.0,98276400.0,1919.0,-73.9763376,40.7520345,0
746585,967,2.0,4.0,10016.0,D8,3.0,45190.0,922828.0,47.0,764.0,132838650.0,2014.0,-73.9719411,40.744458,3
746644,16,2.0,1.0,10280.0,RM,4.0,37248.0,428589.0,44.0,545.0,82774385.0,1987.0,-74.0164006,40.708471,3
746684,702,2.0,3.0,10001.0,RM,4.0,81408.0,837736.0,70.0,395.0,211558718.0,2015.0,-74.0028405,40.7532665,3
746803,7274,21.0,48.0,11224.0,D4,3.0,203785.0,623806.0,23.0,572.0,22091850.0,1964.0,-73.9698616,40.5788513,1
746857,1171,3.0,6.0,10023.0,RM,4.0,72099.0,752143.0,43.0,374.0,140169158.0,2014.0,-73.9909019,40.7721994,3
746988,1209,3.0,6.0,10025.0,RM,4.0,3035.0,44732.0,21.0,19.0,7044750.0,1992.0,-73.9653017,40.7912321,2
747703,1473,2.0,5.0,10075.0,RM,4.0,7977.0,175694.0,32.0,210.0,26734375.0,1986.0,-73.9525348,40.7719046,2
747742,1400,2.0,4.0,10065.0,RM,4.0,11930.0,209853.0,32.0,95.0,34183662.0,2000.0,-73.9639685,40.7656781,2
747773,1446,2.0,5.0,10021.0,R4,3.0,5109.0,55096.0,22.0,36.0,8304301.0,1988.0,-73.9570394,40.7679265,2
747818,1555,2.0,5.0,10128.0,RM,4.0,10100.0,176330.0,45.0,222.0,25203612.0,1987.0,-73.9483245,40.7819924,3
747976,1140,3.0,6.0,10023.0,RM,4.0,24310.0,209555.0,28.0,162.0,38265418.0,1987.0,-73.9815537,40.7754947,2
748066,3526,23.0,41.0,11212.0,D1,3.0,238734.0,483384.0,22.0,475.0,12092850.0,1954.0,-73.9084041,40.6679476,1
748586,1558,2.0,5.0,10128.0,D7,4.0,5000.0,63500.0,26.0,50.0,2186550.0,1988.0,-73.9469545,40.7838747,2
749134,524,2.0,1.0,10012.0,D4,3.0,43930.0,212832.0,30.0,174.0,9514350.0,1967.0,-73.9990223,40.7271365,2
749245,920,2.0,4.0,10016.0,RM,4.0,11924.0,200417.0,48.0,237.0,31973449.0,1988.0,-73.9736537,40.7485398,3
749356,1475,2.0,5.0,10065.0,D3,3.0,42035.0,283000.0,26.0,250.0,35815950.0,1975.0,-73.9576289,40.7606696,2
749500,1370,2.0,5.0,10022.0,D4,3.0,62729.0,988829.0,47.0,354.0,96587100.0,1975.0,-73.9609474,40.7587357,3
749658,1073,2.0,3.0,10036.0,RM,4.0,48729.0,538277.0,31.0,705.0,107913604.0,2011.0,-73.9965815,40.7622089,2
749787,1158,3.0,6.0,10023.0,RM,4.0,22375.0,253970.0,27.0,167.0,35794365.0,2006.0,-73.9854093,40.777982,2
749798,1158,3.0,6.0,10023.0,RM,4.0,50000.0,390682.0,42.0,312.0,61197300.0,2007.0,-73.9845794,40.7754046,3
749981,1333,2.0,4.0,10017.0,D4,3.0,21330.0,418312.0,26.0,811.0,35551350.0,1930.0,-73.9708786,40.7479847,2
749982,1334,2.0,4.0,10017.0,D4,3.0,11653.0,249299.0,23.5,447.0,23860800.0,1929.0,-73.9705138,40.7486406,2
750183,1482,2.0,5.0,10021.0,I4,8.0,24956.0,595492.0,36.0,535.0,97404300.0,1987.0,-73.9541493,40.7656829,0
750293,3136,12.0,15.0,10460.0,D3,3.0,54649.0,213584.0,21.0,205.0,6791400.0,1973.0,-73.880065,40.8416805,2
750779,1787,4.0,8.0,10035.0,D9,3.0,26865.0,297425.0,35.0,216.0,9699300.0,1974.0,-73.9354366,40.8012484,2
751362,1568,2.0,5.0,10128.0,D6,4.0,30616.0,315710.0,33.0,385.0,38801250.0,1974.0,-73.9463311,40.7777097,2
751812,2153,6.0,10.0,10033.0,D7,4.0,70000.0,517910.0,32.0,485.0,13145400.0,1964.0,-73.9342099,40.8473892,2
751953,5,2.0,1.0,10004.0,RB,5.0,54023.0,1051990.0,40.0,26.0,97611759.0,1970.0,-74.0106069,40.7022658,0
752164,2338,7.0,17.0,10451.0,D7,4.0,138600.0,547382.0,25.0,520.0,15525000.0,1974.0,-73.9237218,40.8180966,2
752612,831,2.0,3.0,10001.0,RM,4.0,7071.0,74606.0,24.0,3027.0,13160242.0,2016.0,-73.9893823,40.7469943,2
752623,2665,7.0,17.0,10455.0,D3,3.0,164671.0,409000.0,21.0,429.0,8029800.0,1964.0,-73.9045904,40.8165591,2
752899,211,2.0,1.0,10013.0,H1,5.0,10622.0,160545.0,21.0,1.0,35570700.0,2007.0,-74.0043868,40.7206588,0
753928,1330,2.0,4.0,10022.0,RM,4.0,22543.0,469540.0,57.0,270.0,95711853.0,2014.0,-73.965878,40.7590804,3
757205,20,2.0,1.0,10006.0,O4,5.0,14490.0,316150.0,31.0,54.0,15700950.0,1925.0,-74.0135976,40.7061465,0
757213,20,2.0,1.0,10006.0,O4,5.0,17440.0,447452.0,38.0,87.0,28306350.0,1928.0,-74.0134281,40.7063442,0
757257,217,13.0,33.0,11201.0,D4,3.0,139721.0,593599.0,33.0,370.0,33119100.0,1967.0,-73.9918676,40.6987774,1
757261,232,13.0,33.0,11201.0,D4,3.0,80605.0,450503.0,31.0,306.0,22234050.0,1971.0,-73.9921707,40.6976109,1
757276,763,2.0,3.0,10018.0,HS,5.0,6583.0,131921.0,32.0,1.0,18973350.0,2010.0,-73.9927124,40.7565353,0
757286,763,2.0,3.0,10018.0,H2,5.0,7406.0,177000.0,39.0,1.0,23306400.0,2010.0,-73.9917957,40.7558354,0
757289,760,2.0,3.0,10018.0,H2,5.0,7454.0,98674.0,28.0,320.0,17171100.0,2017.0,-73.9926694,40.7538208,0
757319,786,2.0,3.0,10018.0,O4,5.0,39780.0,754487.0,24.0,104.0,50951700.0,1926.0,-73.9918826,40.7535737,0
757409,1235,3.0,6.0,10024.0,D6,4.0,20142.0,268989.0,26.0,162.0,39113550.0,1984.0,-73.9753386,40.7891157,2
762440,2472,14.0,33.0,11222.0,D7,4.0,63410.0,259341.0,30.0,303.0,10156050.0,2020.0,-73.9608819,40.7349662,1
768682,945,2.0,4.0,10016.0,D6,4.0,32364.0,796048.0,44.0,557.0,108901350.0,2016.0,-73.971413,40.747403,3
771273,6979,21.0,47.0,11224.0,D6,4.0,235000.0,334000.0,24.0,339.0,10662750.0,1975.0,-74.0024227,40.5779906,1
771554,7273,21.0,48.0,11224.0,D4,3.0,203785.0,623806.0,23.0,572.0,23171400.0,1964.0,-73.9733717,40.5783636,1
773862,6,30.0,26.0,11101.0,D6,4.0,32493.0,719945.0,57.0,691.0,275400.0,2020.0,-73.9611753,40.7392892,1
775134,915,30.0,22.0,11102.0,RM,4.0,54852.0,404660.0,22.0,406.0,44960852.0,2016.0,-73.9351826,40.7764881,1
777481,3086,28.0,29.0,11374.0,D6,4.0,40000.0,338214.0,23.0,76.0,4614750.0,2020.0,-73.8575792,40.7279213,1
786506,341,1.0,1.0,10002.0,D6,4.0,37446.0,265181.0,26.0,201.0,17325000.0,1976.0,-73.9845824,40.7156706,2
786532,1557,2.0,5.0,10128.0,D7,4.0,10071.0,207037.0,29.0,211.0,15777450.0,1998.0,-73.9458472,40.7822657,2
786535,1311,2.0,4.0,10022.0,O4,5.0,12185.0,313200.0,32.0,56.0,36698400.0,1977.0,-73.9680938,40.7601981,0
787151,6,30.0,26.0,11101.0,D6,4.0,19744.0,339668.0,33.0,444.0,3387150.0,2020.0,-73.9607249,40.7381034,1
788190,268,30.0,26.0,11101.0,D6,4.0,27249.0,275731.0,33.0,273.0,26671500.0,2015.0,-73.9412533,40.7464034,1
788242,422,30.0,26.0,11101.0,D3,3.0,9500.0,137771.0,27.0,142.0,13535100.0,2011.0,-73.9401208,40.7495566,1
788243,422,30.0,26.0,11101.0,D6,4.0,17500.0,475485.0,58.0,451.0,39807900.0,2015.0,-73.939713,40.749592,1
788398,837,2.0,4.0,10001.0,H2,5.0,7406.0,122859.0,30.0,1.0,21255300.0,2008.0,-73.9865847,40.7503948,0
788401,1000,2.0,4.0,10036.0,O4,5.0,84855.0,1984228.0,45.0,109.0,398716650.0,1973.0,-73.9823995,40.7586641,3
788402,1025,2.0,3.0,10019.0,RM,4.0,25100.0,431567.0,43.0,396.0,54444313.0,2003.0,-73.9841668,40.7643323,3
788404,1007,2.0,4.0,10105.0,O9,5.0,90375.0,1931978.0,49.0,50.0,471046950.0,1968.0,-73.9792541,40.7630634,3
788407,694,2.0,3.0,10011.0,D6,4.0,33671.0,395432.0,26.0,147.0,42307650.0,2019.0,-74.0068861,40.7482105,2
788430,1302,2.0,4.0,10017.0,H1,5.0,17522.0,314568.0,25.0,1.0,46963350.0,1929.0,-73.9730268,40.7548883,0
788431,1296,2.0,4.0,10017.0,O4,5.0,29625.0,862071.0,52.0,219.0,81214650.0,1929.0,-73.9766772,40.7512194,3
788434,1292,2.0,4.0,10022.0,O4,5.0,39162.0,999646.0,43.0,80.0,219767400.0,1981.0,-73.9730419,40.7621042,3
788438,1276,2.0,4.0,10165.0,O4,5.0,42050.0,1150564.0,55.0,363.0,118168650.0,1929.0,-73.9788424,40.7521448,3
788442,1321,2.0,4.0,10017.0,O4,5.0,23864.0,407767.0,26.0,65.0,56641050.0,1964.0,-73.9714751,40.7539218,0
788530,1267,2.0,4.0,10119.0,O4,5.0,89775.0,1899211.0,43.0,78.0,430168050.0,1963.0,-73.9788831,40.7604723,3
788531,1289,2.0,4.0,10022.0,O4,5.0,43532.0,1015287.0,43.0,29.0,257123700.0,1982.0,-73.9744757,40.7602573,3
788855,1451,2.0,5.0,10075.0,RM,4.0,11865.0,184553.0,31.0,88.0,25183797.0,2000.0,-73.9558167,40.771689,2
789084,804,2.0,3.0,10001.0,H2,5.0,6354.0,145344.0,35.0,1.0,20628000.0,2016.0,-73.9909595,40.7464702,0
789104,885,2.0,2.0,10016.0,D6,4.0,16540.0,273538.0,34.0,284.0,32658750.0,1981.0,-73.9805703,40.7429639,2
789121,1030,2.0,4.0,10019.0,D4,3.0,32635.0,564196.0,35.0,314.0,70072650.0,1963.0,-73.9797403,40.7666756,2
789133,906,2.0,2.0,10010.0,D4,3.0,14260.0,190000.0,21.0,185.0,17167050.0,1964.0,-73.980243,40.7395219,2
789142,1221,3.0,6.0,10024.0,D7,4.0,30213.0,239598.0,22.0,238.0,24997500.0,1986.0,-73.9704813,40.7894549,2
789174,1535,2.0,5.0,10128.0,D4,3.0,16578.0,192445.0,28.0,183.0,21109050.0,1980.0,-73.9519758,40.7809894,2
789511,1455,2.0,5.0,10022.0,D8,3.0,26956.0,283848.0,37.0,210.0,31135950.0,2009.0,-73.959373,40.7597425,2
789919,933,2.0,2.0,10016.0,D3,3.0,44650.0,218666.0,26.0,225.0,17511750.0,1970.0,-73.9769879,40.7399467,2
792735,1030,2.0,4.0,10019.0,D6,4.0,36475.0,387428.0,28.0,321.0,44400600.0,1940.0,-73.981177,40.7673099,2
792827,311,2.0,1.0,10002.0,D4,3.0,293600.0,1025341.0,21.0,893.0,60547500.0,1960.0,-73.9880779,40.7154021,2
792855,1210,3.0,6.0,10024.0,RX,4.0,12031.0,172965.0,33.0,151.0,33116579.0,1986.0,-73.9756516,40.7823226,2
792861,1447,2.0,5.0,10021.0,D4,3.0,8582.0,102593.0,35.0,139.0,11106000.0,1975.0,-73.9564616,40.7682995,2
793112,1434,23.0,41.0,11233.0,D6,4.0,339094.0,785336.0,23.0,1117.0,15281550.0,1968.0,-73.9123917,40.6755949,1
793195,3709,23.0,37.0,11212.0,D1,3.0,156000.0,418000.0,24.0,414.0,11252700.0,1967.0,-73.90606,40.6711955,1
794185,1326,2.0,4.0,10022.0,RM,4.0,10042.0,207858.0,32.0,137.0,28844559.0,2006.0,-73.9676009,40.7566957,2
794187,1327,2.0,4.0,10022.0,O4,5.0,26108.0,554180.0,34.0,1.0,108639450.0,1986.0,-73.9687771,40.7578845,0
794206,54,13.0,33.0,11201.0,D6,4.0,134988.0,1133768.0,21.0,733.0,62828100.0,2018.0,-73.9857252,40.701936,1
794277,6,30.0,26.0,11101.0,D6,4.0,33613.0,410239.0,46.0,396.0,10211850.0,2019.0,-73.9601636,40.7413859,1
794340,1345,2.0,4.0,10022.0,RM,4.0,15383.0,187676.0,28.0,86.0,26347972.0,2006.0,-73.9669441,40.7563936,2
794349,1348,2.0,5.0,10022.0,D6,4.0,70559.0,580480.0,32.0,448.0,73449900.0,1975.0,-73.965301,40.758018,2
794350,1868,3.0,6.0,10025.0,RM,4.0,37843.0,395377.0,35.0,507.0,43946642.0,1983.0,-73.9720606,40.7952302,2
794470,565,2.0,2.0,10003.0,O4,5.0,17877.0,218953.0,21.0,180.0,48801600.0,1900.0,-73.9911524,40.7344372,0
794485,759,2.0,3.0,10018.0,O4,5.0,11275.0,266912.0,25.0,59.0,19561050.0,1930.0,-73.9932325,40.753184,0
794486,759,2.0,3.0,10018.0,O4,5.0,13400.0,330291.0,25.0,35.0,21147750.0,1927.0,-73.9930231,40.7534118,0
794489,807,2.0,3.0,10001.0,O4,5.0,57675.0,1103075.0,26.0,78.0,122249250.0,1926.0,-73.9911721,40.7491464,0
794491,783,2.0,3.0,10001.0,O4,5.0,127966.0,2689635.0,57.0,451.0,310134600.0,1972.0,-73.9923737,40.7512626,3
794493,700,2.0,3.0,10001.0,D8,3.0,123437.0,715058.0,31.0,712.0,81313650.0,2013.0,-74.0036093,40.7518475,2
794496,784,2.0,3.0,10122.0,O4,5.0,22614.0,461386.0,22.0,139.0,58711950.0,1924.0,-73.9917095,40.7518637,0
794509,841,2.0,4.0,10018.0,RM,4.0,12178.0,184712.0,33.0,59.0,41775884.0,2015.0,-73.9830688,40.7524199,2
794512,869,2.0,4.0,10016.0,H3,5.0,2469.0,39964.0,27.0,96.0,5056200.0,2017.0,-73.9800627,40.7508879,0
794519,895,2.0,4.0,10016.0,O4,5.0,25675.0,530900.0,26.0,77.0,66463650.0,1953.0,-73.9784207,40.7503304,0
794520,895,2.0,4.0,10016.0,O4,5.0,24673.0,493860.0,42.0,56.0,64347300.0,1970.0,-73.9759524,40.7493583,3
794522,907,2.0,2.0,10016.0,D6,4.0,24687.0,348386.0,26.0,327.0,51786000.0,1977.0,-73.9796401,40.7402464,2
794526,934,2.0,2.0,10016.0,D6,4.0,141836.0,829024.0,28.0,902.0,96582600.0,1975.0,-73.9782398,40.7405865,2
794527,993,2.0,4.0,10018.0,O4,5.0,30200.0,747576.0,25.0,44.0,88683750.0,1924.0,-73.9862302,40.7543801,0
794529,1010,2.0,4.0,10019.0,RM,4.0,23808.0,702619.0,77.0,135.0,164799460.0,2009.0,-73.9790006,40.7655007,3
794540,1028,2.0,3.0,10019.0,RM,4.0,34221.0,729506.0,45.0,483.0,81318150.0,1987.0,-73.9825528,40.7659734,3
794543,1120,3.0,6.0,10023.0,RM,4.0,15063.0,218996.0,31.0,173.0,29122655.0,1983.0,-73.9805937,40.7742457,2
794546,1105,2.0,6.0,10019.0,RM,4.0,110457.0,632629.0,43.0,712.0,163483650.0,2013.0,-73.9929671,40.7714311,3
794561,1228,3.0,6.0,10024.0,RM,4.0,22600.0,143389.0,22.0,128.0,18478803.0,1987.0,-73.9785721,40.784722,2
794573,1241,3.0,6.0,10025.0,D6,4.0,32720.0,213660.0,22.0,222.0,15512850.0,1969.0,-73.9721123,40.7925788,2
794575,1317,2.0,4.0,10017.0,O4,5.0,10041.0,177000.0,24.0,1.0,23402250.0,1928.0,-73.9730065,40.7514436,0
794586,1328,2.0,4.0,10022.0,O4,5.0,82341.0,1321050.0,32.0,10.0,113108400.0,1967.0,-73.9679034,40.7582987,0
794587,1258,2.0,4.0,10036.0,O4,5.0,67875.0,1517497.0,47.0,62.0,301503600.0,1971.0,-73.982848,40.7548243,3
794590,1374,2.0,4.0,10022.0,O4,5.0,35447.0,449876.0,27.0,33.0,168595200.0,1957.0,-73.9716621,40.7640362,0
794608,1409,2.0,4.0,10021.0,D4,3.0,10216.0,148485.0,21.0,83.0,14778900.0,1961.0,-73.9623582,40.7724544,2
794617,1435,2.0,5.0,10022.0,RM,4.0,10042.0,140493.0,39.0,158.0,17005959.0,1986.0,-73.9631839,40.7613467,2
794639,1539,2.0,5.0,10128.0,RM,4.0,42974.0,389838.0,32.0,296.0,44764256.0,1985.0,-73.9487897,40.7828517,2
794641,1532,2.0,5.0,10028.0,D4,3.0,25177.0,363389.0,30.0,261.0,37652400.0,1970.0,-73.9518333,40.7783846,2
795291,1002,2.0,4.0,10020.0,RC,5.0,98206.0,1793091.0,54.0,56.0,426956861.0,1970.0,-73.9816122,40.7599705,3
795303,1019,2.0,3.0,10036.0,RC,5.0,50657.0,1028336.0,42.0,42.0,267936297.0,1987.0,-73.9855071,40.7599766,3
795304,1018,2.0,3.0,10036.0,RM,4.0,14552.0,267396.0,43.0,221.0,46178108.0,2006.0,-73.9874419,40.7598478,3
795366,29,2.0,1.0,10004.0,O4,5.0,26068.0,661283.0,34.0,96.0,54700650.0,1928.0,-74.0112385,40.7046838,0
795370,1266,2.0,4.0,10020.0,O4,5.0,184764.0,2734038.0,31.0,603.0,506311200.0,1932.0,-73.9785874,40.7595308,0
795375,1308,2.0,4.0,10022.0,RC,5.0,70572.0,1654020.0,60.0,9.0,380847236.0,1978.0,-73.9700366,40.7583981,3
795406,889,2.0,2.0,10016.0,D6,4.0,22138.0,310861.0,21.0,271.0,32748300.0,1962.0,-73.9803276,40.7463234,2
795411,870,2.0,2.0,10003.0,RM,4.0,76503.0,1071822.0,27.0,696.0,140302338.0,1988.0,-73.9892147,40.7346429,2
795412,869,2.0,4.0,10016.0,RM,4.0,13350.0,208968.0,33.0,185.0,25298991.0,1986.0,-73.9817517,40.7515881,2
795417,1005,2.0,4.0,10019.0,RM,4.0,16318.0,221937.0,47.0,111.0,29274788.0,1987.0,-73.9808933,40.7620454,3
795420,1010,2.0,4.0,10019.0,RC,5.0,4518.0,53038.0,22.0,18.0,9813322.0,1990.0,-73.9786758,40.7652591,0
795428,1332,2.0,4.0,10022.0,D6,4.0,24100.0,324212.0,29.0,167.0,30574800.0,1983.0,-73.9649098,40.7604799,2
795439,1295,2.0,4.0,10016.0,O4,5.0,12359.0,238294.0,24.0,37.0,25241400.0,1959.0,-73.9771647,40.7504729,0
795440,1294,2.0,4.0,10022.0,RM,4.0,12500.0,190608.0,39.0,57.0,35651686.0,1982.0,-73.9706771,40.7630286,2
796477,4,2.0,1.0,10004.0,RC,5.0,111382.0,1888126.0,50.0,52.0,176604299.0,1969.0,-74.0120207,40.7021531,3
796480,28,2.0,1.0,10005.0,O4,5.0,3945.0,95325.0,26.0,32.0,3935250.0,1931.0,-74.0088509,40.7051314,0
796482,21,2.0,1.0,10006.0,O4,5.0,16716.0,335184.0,21.0,170.0,18369450.0,1917.0,-74.0126636,40.7073269,0
796486,16,2.0,1.0,10281.0,O4,5.0,103028.0,2084079.0,34.0,1.0,193659300.0,1986.0,-74.0158826,40.714032,0
796487,16,2.0,1.0,10280.0,O4,5.0,199346.0,2267925.0,44.0,1.0,306092700.0,1987.0,-74.015305,40.7124538,3
796658,477,2.0,1.0,10013.0,O4,5.0,30912.0,402111.0,25.0,29.0,64466100.0,1990.0,-74.0054368,40.7233788,0
796694,559,1.0,2.0,10003.0,O9,5.0,15450.0,251288.0,22.0,2.0,16098300.0,2020.0,-73.9887855,40.7336465,0
796746,675,2.0,3.0,10001.0,D7,4.0,41968.0,940914.0,60.0,938.0,44037000.0,2020.0,-74.0049881,40.7532335,3
796758,675,2.0,3.0,10001.0,D7,4.0,17281.0,316939.0,45.0,278.0,8390700.0,2020.0,-74.0047571,40.753401,3
796814,815,2.0,4.0,10018.0,O4,5.0,7406.0,129808.0,25.0,120.0,10099350.0,1914.0,-73.9859235,40.7536802,0
796815,815,2.0,4.0,10018.0,O4,5.0,19207.0,404413.0,29.0,4.0,108867150.0,2015.0,-73.9855843,40.7533754,0
796829,838,2.0,4.0,10018.0,D6,4.0,21825.0,386382.0,24.0,339.0,46975500.0,1986.0,-73.9862813,40.7512593,2
796831,839,2.0,4.0,10018.0,RC,5.0,28638.0,608800.0,30.0,58.0,144682746.0,1990.0,-73.9833363,40.7508116,0
796832,839,2.0,4.0,10018.0,RM,4.0,13990.0,327019.0,46.0,376.0,49020934.0,2001.0,-73.9857073,40.7519702,3
796836,841,2.0,4.0,10018.0,O4,5.0,9875.0,216932.0,23.0,32.0,32142600.0,1925.0,-73.9850538,40.7529911,0
796841,841,2.0,4.0,10018.0,O4,5.0,32834.0,616352.0,29.0,17.0,127350900.0,1902.0,-73.982477,40.7520493,0
796848,841,2.0,4.0,10018.0,O4,5.0,6170.0,115307.0,23.0,17.0,11476800.0,1916.0,-73.9826863,40.7523128,0
796850,865,2.0,4.0,10016.0,RM,4.0,4905.0,97000.0,33.0,95.0,10857600.0,2005.0,-73.9833945,40.7490604,2
796853,868,2.0,4.0,10016.0,H2,5.0,4938.0,82634.0,22.0,162.0,13023450.0,0.0,-73.9814667,40.7509924,0
796902,914,2.0,2.0,10016.0,D8,3.0,35396.0,541505.0,21.0,487.0,75359250.0,2002.0,-73.976997,40.7449422,2
796908,920,2.0,4.0,10158.0,O4,5.0,48285.0,898734.0,43.0,40.0,103240800.0,1963.0,-73.9750755,40.7489491,3
796909,939,2.0,2.0,10016.0,D6,4.0,30365.0,366200.0,36.0,370.0,40741650.0,1974.0,-73.9756836,40.7442859,2
796921,993,2.0,3.0,10018.0,O4,5.0,3555.0,71741.0,21.0,26.0,6658200.0,1925.0,-73.9875295,40.754792,0
796927,1029,2.0,3.0,10019.0,RC,5.0,32375.0,529883.0,25.0,21.0,109423345.0,1927.0,-73.9822132,40.7668791,0
796960,1117,3.0,6.0,10023.0,D7,4.0,30627.0,377564.0,30.0,235.0,74141100.0,2005.0,-73.9816954,40.7724344,2
796961,1113,3.0,3.0,10023.0,RM,4.0,31349.0,521228.0,44.0,342.0,94049991.0,1960.0,-73.9816205,40.7691078,3
796962,1114,3.0,3.0,10023.0,D4,3.0,16067.0,247113.0,30.0,150.0,27983250.0,1974.0,-73.9831328,40.7707301,2
796966,1118,3.0,6.0,10023.0,RM,4.0,5063.0,55339.0,26.0,27.0,7947002.0,1986.0,-73.979901,40.7726427,2
796987,1118,3.0,6.0,10023.0,D6,4.0,2510.0,38353.0,39.0,128.0,1030950.0,2019.0,-73.9800237,40.7726949,2
797007,1139,3.0,6.0,10023.0,RM,4.0,5884.0,64717.0,27.0,79.0,10627215.0,1985.0,-73.982637,40.7752753,2
797041,1164,3.0,6.0,10023.0,RM,4.0,16840.0,233330.0,21.0,239.0,45787458.0,1938.0,-73.982376,40.7792305,2
797042,1168,3.0,6.0,10024.0,D4,3.0,10175.0,195491.0,23.0,121.0,20997900.0,1930.0,-73.9805482,40.7818185,2
797046,1166,3.0,6.0,10023.0,H3,5.0,9116.0,249505.0,27.0,67.0,26757450.0,1927.0,-73.9810035,40.780652,0
797144,1276,2.0,4.0,10017.0,O4,5.0,11250.0,138883.0,27.0,96.0,15012450.0,1917.0,-73.9791599,40.7524522,0
797152,1310,2.0,4.0,10022.0,O4,5.0,27950.0,666996.0,43.0,0.0,106938900.0,1957.0,-73.9710356,40.7604294,3
797155,1307,2.0,4.0,10022.0,RC,5.0,25100.0,373078.0,30.0,4.0,67724550.0,1966.0,-73.9699612,40.7575582,0
797157,1311,2.0,4.0,10022.0,O4,5.0,18075.0,329507.0,22.0,53.0,50444550.0,1947.0,-73.9706526,40.7610991,0
797162,1316,2.0,4.0,10017.0,O4,5.0,37657.0,672462.0,33.0,1.0,90886500.0,1960.0,-73.9725233,40.7503923,0
797166,1316,2.0,4.0,10017.0,O4,5.0,7531.0,141408.0,22.0,22.0,13322700.0,1932.0,-73.9721299,40.7504251,0
797168,1321,2.0,4.0,10017.0,O4,5.0,14018.0,286212.0,40.0,40.0,35058600.0,1980.0,-73.9714064,40.7542182,0
797171,1323,2.0,4.0,10022.0,O4,5.0,24975.0,597553.0,29.0,64.0,59459850.0,1980.0,-73.9705397,40.7553872,0
797174,1318,2.0,4.0,10017.0,D6,4.0,16000.0,210810.0,21.0,249.0,27276750.0,1964.0,-73.9713823,40.7515228,2
